ID;Date;Respondent Organisation;Respondent position;Gender;District; compliance to quarantine restrictions;stigma;food and water in quarantine;trust in authorities;Trusting the Information;burial teams;safety and acceptance;access to health care;gender equality;surveillance teams;help lines;Ebola Response Making Progress;main reason people do not respect quarantine restrictions;main reason for non-compliance;main reason for compliance;complacency colleagues;complacency people;valued and appreciated;removal of checkpoints making fight against Ebola more difficult;removal of checkpoints makes...;welcomed in communities;people confident seeking medical help for non-Ebola illnesses;gender based violence (1-5);gender based violence (Y/N);Follow up to GBV;emotional stress;What is the highest stress factor?;corruption;communication activities ;feedback influencing oganization's actions;what else can be done to fight Ebola? (choose 3 options);;;;
GT_EbolaWorkersR10_210;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;5;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_212;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;Enough food and water;;3;5;5;5;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_213;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;4;4;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_214;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_216;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;4;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_217;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;5;4;5;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_218;01.04.2015;Child Fund;Staff;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;4;4;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_220;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_221;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;5;5;5;5;;3;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_222;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;4;4;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_223;01.04.2015;Child Fund;Staff;Female;Port loko;;;;;;;;;;;;5;NFI needs not met;High security;;5;4;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_225;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;4;5;4;5;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_226;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;3;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR10_227;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;4;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_228;01.04.2015;Child Fund;Staff;Female;Western Area Urban;;;;;;;;;;;;4;NFI needs not met;Enough food and water;;4;5;4;5;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_229;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;4;;2;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_230;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;4;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_231;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;Fear of losing quarantine rations;;4;5;4;4;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_232;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;4;;3;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_233;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;4;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_234;01.04.2015;Child Fund;Staff;Male;Koinadugu;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;4;5;5;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_235;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;4;5;4;4;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_236;01.04.2015;Child Fund;Staff;Female;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;5;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_237;01.04.2015;Child Fund;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;5;5;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_238;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_239;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;5;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_240;01.04.2015;Child Fund;Staff;Female;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;5;4;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_241;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;3;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_242;01.04.2015;Child Fund;Staff;Male;Koinadugu;;;;;;;;;;;;4;Security not enforced;Enough food and water;;4;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_243;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;5;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_244;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_245;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;4;5;5;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_246;01.04.2015;Child Fund;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_276;01.04.2015;Child Fund;Monitor;Male;Western Area Rural;;;;;;;;;;;;5;Security not enforced;Enough food and water;;4;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_277;01.04.2015;Child Fund;Warehouse Officer;Female;Western Area Rural;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;5;;3;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_278;01.04.2015;Child Fund;Technical Officer;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;5;5;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_279;01.04.2015;Child Fund;Area Manager;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_280;01.04.2015;Child Fund;Project Assistant;Male;Koinadugu;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_281;01.04.2015;Child Fund;Care Giver;Female;Port loko;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;3;5;4;3;;4;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_282;01.04.2015;Child Fund;Care Giver;Female;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;5;3;;3;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_283;01.04.2015;Child Fund;Care Giver;Female;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;4;3;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_284;01.04.2015;Child Fund;Volunteer;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;3;5;4;3;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_285;01.04.2015;Child Fund;Volunteer;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;4;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_304;01.04.2015;Cotton Tree Foundation ;PMEL Coordinator ;Male;Port Loko;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_305;01.04.2015;Cotton Tree Foundation ;Education Assistant;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;Enough food and water;;2;4;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_306;01.04.2015;Cotton Tree Foundation ;Education Manager;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_307;01.04.2015;DESAL;Admin officer;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;3;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_308;01.04.2015;DESAL;project officer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;3;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_309;01.04.2015;DESAL;Field Officer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;5;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR10_310;01.04.2015;DESAL;Field Assistant;Female;Bombali;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_55;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;5;;2;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_56;01.04.2015;DFID;Volunteer;Female;Moyamba;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;3;4;4;5;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_121;01.04.2015;DFID;Volunteer;Female;Moyamba;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;4;4;5;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_122;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_139;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;3;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_140;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;3;5;5;5;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_143;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_144;01.04.2015;DFID;Volunteer;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;4;5;;3;4;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_147;01.04.2015;DFID;Volunteer;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;3;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_142;01.04.2015;IRC;Care Giver;Female;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_301;01.04.2015;KADDRO;Field Officer;Female;Kambia;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;3;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_302;01.04.2015;KADDRO;Field Officer;Male;Kambia;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;3;5;5;4;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_303;01.04.2015;KADDRO;Volunteer;Male;Kambia;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;5;;2;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR10_300;01.04.2015;KADDRO;Field Officer;Female;Kambia;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_311;01.04.2015;MEWODA;M&E Officer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;5;;3;4;4;;;2;;;;;;;;;
GT_EbolaWorkersR10_312;01.04.2015;MEWODA;Field Supervisor;Female;Bombali;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;5;4;;4;4;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_313;01.04.2015;MEWODA;Field Supervisor;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;3;;3;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_314;01.04.2015;MEWODA;Field Supervisor;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_33;01.04.2015;MOPADA;Staff;Male;Pujehun;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;5;5;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_291;01.04.2015;MOVE-SL;PROGRAMME OFFICER;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;4;;4;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_292;01.04.2015;MOVE-SL;PROJECT OFFICER;Female;Bombali;;;;;;;;;;;;5;NFI needs not met;Enough food and water;;3;5;5;4;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_293;01.04.2015;MOVE-SL;REGIONAL COORDINATOR;Male;Bombali;;;;;;;;;;;;5;Security not enforced;High security;;3;4;5;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_289;01.04.2015;Network movement for justice and democracy;Programme Director;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;4;;4;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_247;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;5;5;3;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_248;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_249;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;Fear of losing quarantine rations;;5;5;4;4;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_250;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;4;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_251;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;4;5;4;3;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_252;01.04.2015;Oxfam;Staff;Female;Port loko;;;;;;;;;;;;5;Security not enforced;High security;;4;5;5;4;;4;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_253;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;4;;2;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_254;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;NFI needs not met;High security;;4;5;5;4;;3;4;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_255;01.04.2015;Oxfam;Staff;Female;Port loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;4;;2;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_256;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;4;5;4;3;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_257;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;4;Security not enforced;High security;;4;5;5;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_258;01.04.2015;Oxfam;Staff;Male;Port loko;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;4;5;4;3;;4;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_259;01.04.2015;Oxfam;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;3;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_260;01.04.2015;Oxfam;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;5;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_261;01.04.2015;Oxfam;Staff;Male;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;4;;3;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_262;01.04.2015;Oxfam;Staff;Female;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;5;5;4;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_263;01.04.2015;Oxfam;Staff;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;Enough food and water;;5;4;4;5;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_264;01.04.2015;Oxfam;Staff;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;2;5;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_265;01.04.2015;Oxfam;Staff;Male;Koinadugu;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;5;;2;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_266;01.04.2015;Oxfam;Staff;Female;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_267;01.04.2015;Oxfam;Staff;Male;Bombali;;;;;;;;;;;;4;NFI needs not met;Fear of losing quarantine rations;;3;5;5;4;;3;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_268;01.04.2015;Oxfam;Staff;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;4;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_269;01.04.2015;Oxfam;Staff;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;4;5;4;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_270;01.04.2015;Oxfam;Staff;Male;Bombali;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;4;5;5;3;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_29;01.04.2015;PDNW;Staff;Male;Pujehun;;;;;;;;;;;;5;Food needs not met;To benefit the community;;3;4;4;4;;3;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_1;01.04.2015;Plan Int'I;Staff;Female;Western Area Urban;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;5;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_5;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;5;;2;3;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_57;01.04.2015;Plan Int'I;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_58;01.04.2015;Plan Int'I;Volunteer;Female;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;3;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_59;01.04.2015;Plan Int'I;Volunteer;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;Enough food and water;;3;5;5;4;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_60;01.04.2015;Plan Int'I;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;5;4;;3;4;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_61;01.04.2015;Plan Int'I;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;4;;4;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_62;01.04.2015;Plan Int'I;Volunteer;Male;Bombali;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;4;5;4;;2;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_63;01.04.2015;Plan Int'I;Volunteer;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;3;;2;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_64;01.04.2015;Plan Int'I;Volunteer;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;5;3;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_65;01.04.2015;Plan Int'I;Staff;Male;Port Loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;5;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_66;01.04.2015;Plan Int'I;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;4;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_67;01.04.2015;Plan Int'I;Staff;Male;Moyamba;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;4;5;4;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_68;01.04.2015;Plan Int'I;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;4;4;;2;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_69;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;4;NFI needs not met;To benefit the community;;4;5;5;5;;3;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_70;01.04.2015;Plan Int'I;Staff;Female;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;4;4;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_71;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;4;5;5;5;;3;5;4;;;4;;;;;;;;;
GT_EbolaWorkersR10_72;01.04.2015;Plan Int'I;Staff;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_73;01.04.2015;Plan Int'I;Staff;Male;Moyamba;;;;;;;;;;;;5;NFI needs not met;High security;;4;4;4;5;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_74;01.04.2015;Plan Int'I;Staff;Male;Port Loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_81;01.04.2015;Plan Int'I;Staff;Male;Koinadugu;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;5;;4;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_82;01.04.2015;Plan Int'I;Staff;Male;Bombali;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_83;01.04.2015;Plan Int'I;Staff;Male;Western Area Urban;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;4;5;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_84;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;4;NFI needs not met;Fear of losing quarantine rations;;4;5;5;5;;3;5;4;;;2;;;;;;;;;
GT_EbolaWorkersR10_105;01.04.2015;Plan Int'I;Staff;Female;Port loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;4;5;4;3;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_106;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;5;3;;2;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_107;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;4;Security not enforced;To benefit the community;;3;5;5;4;;2;4;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_108;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_109;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;3;5;5;4;;3;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_110;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;4;4;;3;4;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_111;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;5;5;3;;4;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_112;01.04.2015;Plan Int'I;Staff;Male;Port loko;;;;;;;;;;;;5;Security not enforced;To benefit the community;;3;4;5;4;;4;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_113;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;5;5;5;;3;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_114;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;5;NFI needs not met;Fear of losing quarantine rations;;4;4;4;5;;2;5;5;;;3;;;;;;;;;
GT_EbolaWorkersR10_115;01.04.2015;Plan Int'I;Staff;Male;Kailahun;;;;;;;;;;;;5;Security not enforced;To benefit the community;;4;5;5;5;;4;5;4;;;3;;;;;;;;;
GT_EbolaWorkersR10_116;01.04.2015;Plan Int'I;Staff;Male;Moyamba;;;;;;;;;;;;5;Security not enforced;To benefit the community;;5;4;4;5;;2;5;5;;;4;;;;;;;;;
GT_EbolaWorkersR10_117;01.04.2015;Plan Int'I;Staff;Male;Western Area Urban;;;;;;;;;;;;5;NFI needs not met;To benefit the community;;4;4;5;5;;4;4;5;;;2;;;;;;;;;
GT_EbolaWorkersR10_123;01.04.2015;Plan Int'I;Staff;Female;Western Area Urban;;;;;;;;;;;;5;Security not enforced;High security;;4;4;5;5;;4;4;4;;;3;;;;;;;;;
